project_id,project_number,project_name,developer_id,developer_number,developer_name,master_developer_id,master_developer_number,master_developer_name,project_start_date,project_end_date,project_type_id,project_type_ar,project_classification_id,project_classification_ar,escrow_agent_id,escrow_agent_name,project_status,project_status_ar,percent_completed,completion_date,cancellation_date,project_description_ar,project_description_en,property_id,area_id,area_name_ar,area_name_en
168189447,2040,عزيزي ريفييرا 33,12595870,1002,مجموعة ميدان (ش.ذ.م.م),53873272,1181,مجموعة ميدان (ش.ذ.م.م),01/10/2017,30/04/2021,1,عادي,1,مباني,5,بنك ابوظبى التجارى,CONDITIONAL_ACTIVATING,تفعيل مشروط,44.03,,,"مبنى سكني وتجاري مكون من سرداب عدد2 +ارضي +وسبعة طوابق متكرر+ وسطح,مع التشطيبات الداخلية والخارجية","1 Residential and Commercial Building, 2B+ G+ 7Floors+ Roof ,with internal and external finishes.",1100217235,412,المركاض,Al Merkadh
976,976,AL MAS TOWER,153,153,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,30/12/2008,19/10/2008,1,عادي,1,مباني,null,,FINISHED,منجز,100,19/10/2008,, , ,1100123222,350,الثنيه الخامسة,Al Thanyah Fifth
979,979,AG TOWER,153,153,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,30/12/2008,26/05/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,26/05/2009,, , ,1100123111,350,الثنيه الخامسة,Al Thanyah Fifth
771,771,NASTARAN TOWER,524,524,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),07/04/2008,03/11/2016,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,01/10/2011,,"مشروع مبنى متعدد الأستخدام للتملك الحر يقع في القرية الثقافية في منطقة الجداف. ,,البناية تتكون من 5 طوابق سرداب , أرضي + 3 بوديوم + 4 طوابق مكتبية و 16 طابق سكني + 2 بينتهاوس + نادي صحي,,المبنى عبارة عن هيكل خرساني مع انهاءاته الخارجية و الداخلية .","Freehold mixed use building development located at Culture  Village, Al Jadaf. ,,The building is designed to be 5B+G+3P+4 floors offices+16 floors residential+2 PH + HC. The building is designed to be built out of concrete structure and block with internal and external finishes.",1100129351,334,الجداف,Al Jadaf
1303,1303,GOLF TOWER,900,900,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),,20/05/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,20/05/2010,, , ,1100101892,435,الحبيه الرابعة,Al Hebiah Fourth
1166,1166,DUBAI WATER FRONT BADRAH,101,101,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),19/11/2007,30/09/2011,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FRIEZED,مجمد,20.22,30/09/2011,,"مشروع سكني للتملك الحر يقع في منطقة واجهة دبي البحرية - جبل علي. والمشروع مشيد على ارض رقم 18,حصيان الاولى, على كل منها 8 مباني (ارضي+ 4 طوابق)،وهي مشيدة على طابق سرداب مشترك.المباني مشيدة من هيكل خرساني مع انهاءاته الخارجية و الداخلية ","Freehold residential development located in Dubai Waterfront - Jebel Ali. The project is being built on  land number 18, Hessyan 1st, consist of 8xG+4 buildings, where each group sitting on a shared basement.The buildings are being constructed as concrete structure with external and internal finishes.",1100181066,522,حصيان الاولى,Hessyan First
453,453,DUBAI LAGOON LOTUS,318661934,1298,شركة تطوير مجمع دبي للاستثمار (ذ. م. م),867,867,شركة تطوير مجمع دبي للاستثمار (ذ. م. م),24/10/2013,30/09/2018,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,90.17,31/12/2015,,"req no 199533,مشروع مكون من 8 مباني سكنية مع سرداب واحد مشترك في منطقة دبي انفستمنت بارك. 6 مباني مكونه من سرداب + طابق ارضي + 7 و 2 مبنى من سرداب + ارضي + 8 طوابق.",Project consist of 8 residential buildings with single basement located in Dubai Investment Park First. There are 6 nos of B+G+7 and 2 nos of B+G+8 buildings which are designed to have a concrete structure and block with internal and external finishes.,1100175306,458,مجمع دبي للاستثمار الاول,Dubai Investment Park First
1250,1250,AXIS RESIDENCES 4,285,285,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,27/12/2007,21/10/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,21/10/2009,, , ,1100147296,484,ند حصة,Nadd Hessa
1251,1251,AXIS RESIDENCES 5,285,285,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,16/01/2008,13/05/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,13/05/2010,, , ,1100147295,484,ند حصة,Nadd Hessa
1267,1267,HDS SUNSTAR 1,894,894,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),24/01/2008,31/08/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,15/05/2012,, , ,1100091199,343,ورسان الاولى,Al Warsan First
1270,1270,THE ONE TOWER,896,896,تيكوم للإستثمارات منطقة حرة- ذ.م.م,856,856,تيكوم للإستثمارات منطقة حرة- ذ.م.م,16/06/2009,14/08/2014,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,14/08/2014,,مشروع برج تجاري للتملك الحر يقع في منطقة الثنية الثالثة. المبنى مؤلف من 4  سرداب+طابق ارضي+ 6 طوابق قاعدة البرج (بوديوم) + 41 طابق علوي مشيدة من هيكل خرساني مع انهاءاته الداخلية والخارجية. وحدات المكاتب سوف تسلم بدون انهاء داخلي و يتم تجهيزها لاحقا من قبل ملاك الوحدات,"Freehold commercial building located in AL THANYAH THIRD.  The building is designed and constructed as a 4B+G+6P+41, formed in a concrete structure with external and internal finishes. The office units will be handed over as ?core and shell? to be individually fitted by their respective owners.",1100124741,443,الثنيه الأولى,Al Thanyah First
1271,1271,ZUMURUD DUBAI MARINA,897,897,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),17/02/2007,10/05/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,10/05/2010,, , ,1100096351,330,مرسى دبي,Marsa Dubai
829,829,SONDOS SAGE,602,602,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),31/01/2016,,1,عادي,1,مباني,null,,FINISHED,منجز,100,29/12/2013,, , ,1100167438,467,وادي الصفا 5,Wadi Al Safa 5
895,895,QPOINT LIWAN-PLOTR001,784,784,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,09/03/2008,19/01/2014,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,19/01/2014,,مشروع بناية سكنية للتملك الحر يقع في منطقة ند الشبا. المشروع عبارة طابق ارضي + 8 طوابق مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية.,Freehold residential development located in NAD AL SHIBA - Dubai. The building is designed and constructed as a G+8 concrete structure with external and internal finishing.,1100150147,464,وادي الصفا 2,Wadi Al Safa 2
1177,1177,THE OPUS BY OMNIYAT,883,883,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),26/05/2008,30/10/2017,1,عادي,1,مباني,4,مصرف ابوظبى الاسلامى,FINISHED,منجز,100,30/10/2017,,"مشروع مبنى تجاري للتملك الحر يقع في منطقة الخليج التجاري.المشروع عبارة عن(  6سرداب+طابق ارضي+ 3منصة (بوديوم)+ 18 طابق علوي) بهيكل خرساني مع التشطيبات  الداخلية والخارجية. وحدات المكاتب و الفندق و المحلات سوف تسلم بدون انهاء اعمال التشطيبات    ,الداخلية والتي سوف يتم  تجهيزها لاحقا من قبل ملاك الوحدات,,","Freehold commercial building in Business Bay. The project designed to be constructed as 6B+G+3P+18 upper floors formed in a concrete structure with its internal and external finishes. The office, Hotel and Retail units will be handed over as shell and core to be individually fitted by their respective owners.",1100195865,526,الخليج التجارى,Business Bay
1179,1179,V3,339,339,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),01/04/2006,10/11/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,10/11/2009,, , ,1100123137,350,الثنيه الخامسة,Al Thanyah Fifth
880,880,DURAR1,742,742,دبي لاند ريزيدنسز (ش.ذ.م.م),899,899,دبي لاند ريزيدنسز (ش.ذ.م.م),24/05/2008,15/08/2013,1,عادي,1,مباني,19,بنك أبوظبي الأول ش.م.ع,FINISHED,منجز,100,24/10/2013,,مشروع تطوير سكني للتملك الحر يقع في منطقة الروية. المشروع عبارة عن 2سرداب+طابق ارضي يعلوها بنايتين متماثلتين من 9 طوابق (اي و بي). البنايتين مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية,Freehold residential development located in Al Ruwayyah. The project consists of shared 2B+G with 2 identical 9 storey  buildings on top (A and B). The buildings are made out of a concrete structure with external and internal finishing.,1100151572,467,وادي الصفا 5,Wadi Al Safa 5
1216,1216,QPOINT LIWAN-PLOT R098,903,903,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,01/05/2009,05/05/2014,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,05/05/2014,,مشروع بناية سكنية للتملك الحر يقع في منطقة ند الشبا. المشروع عبارة طابق ارضي + 6 طوابق مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية,Freehold residential development located in NAD AL SHIBA - Dubai. The building is designed and constructed as a G+6 concrete structure with external and internal finishing.,1100150148,464,وادي الصفا 2,Wadi Al Safa 2
1221,1221,QPOINT LIWAN-PLOT R068,903,903,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,28/05/2008,26/09/2013,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,26/09/2013,,مشروع بناية سكنية للتملك الحر يقع في منطقة ند الشبا. المشروع عبارة طابق ارضي + 5 طوابق مشيدة بهيكل خرساني مع الانهاءات الخارجية و الداخلية.,Freehold residential development located in NAD AL SHIBA - Dubai. The building is designed and constructed as a G+5 concrete structure with external and internal finishing.,1100163570,464,وادي الصفا 2,Wadi Al Safa 2
523,523,LAKE CENTRAL,314,314,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),27/01/2008,28/02/2012,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,28/02/2012,,مشروع برج  تجاري للتملك الحر يقع في منطقة الخليج التجاري .المبنى مؤلف من طابق ارضي+ 3 طوابق بوديوم+  18 طابق علوية + 3 طوابق سرداب بهيكل خرساني مع انهاءاته الخارجية. وحدات المكاتب سوف تسلم بدون انهاء داخلي و يتم تجهيزها لاحقا من قبل ملاك الوحدات.,Freehold  commercial building development in Dubai Business Bay that is designed to 3B+G+3P+18 floors high. The building will be constructed out of concrete structure with its  external finishes. The office units will be handed over as ?shell and core? to be individually fitted by their respective owners.,1100167546,526,الخليج التجارى,Business Bay
547,547,DUBAI ARCH TOWER,326,326,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,27/04/2004,24/05/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,24/05/2009,, , ,1100086140,350,الثنيه الخامسة,Al Thanyah Fifth
1306,1306,SEASONS COMMUNITY- SUMMER,50,50,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),28/03/2010,10/06/2013,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,10/01/2013,,مشروع سكني للتملك الحر يقع في منطقة قرية الجميرا الاولى. المشروع عبارة عن 5 بنايات، بناية وسطية 2سرداب+طابق ارضي+اربعة طوابق علويه و 3 بنايات سكنية تمثل تاون هاوسز(بيوت مشتركة الجدران) بالاضافة الى مبنى اخر بشكل حرف (يو) 2 سرداب+طابق ارضي+اربعة طوابق علوية. المبانى عبارة عن هيكل خرساني وكتل طابوقيه (بلوك) مع  الانهاءات الخارجية و الداخلية ,"Freehold residential development located in Jumeirah Village First. The project is a combination of 5 blocks, main central building 2B+G+4 storey plus three G+2 townhouses blocks plus a U shape building 2B+G+4. The buildings are being constructed as concrete structure and block with external and internal finishes.",1100116147,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
615,615,SCHON BUSINESS PARK,384,384,شركة تطوير مجمع دبي للاستثمار (ذ. م. م),867,867,شركة تطوير مجمع دبي للاستثمار (ذ. م. م),12/10/2010,16/12/2015,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,16/12/2015,,"مشروع بناية تجارية للتملك الحر يقع في منطقة مجمع دبي للاستثمار. المبنى مؤلف من 2 سرداب+طابق ارضي+ 3 طوابق علوية مشيدة بهيكل خرساني مع انهاءاته الداخلية والخارجية. وحدات المكاتب سوف تسلم بدون انهاء اعمال التركيب الداخلية والتي يتم تجهيزها لاحقا من قبل ملاك الوحدات.,تم تغيير الطابق الأرضي ليحتوى على محلات تجارية",Freehold commercial building development located in Dubai Investment Park. The building is designed and constructed as a 2B+G+3 storey. The building is being constructed as a concrete structure with external and internal finishes. The office units will be handed over as shell and core to be individually fitted by their respective owners. The ground floor was recently modified to include retail units.,1100141646,458,مجمع دبي للاستثمار الاول,Dubai Investment Park First
8481176,1354,DAMAC HILLS - SILVER SPRINGS,8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),01/07/2013,20/09/2016,1,عادي,2,فلل,5,بنك ابوظبى التجارى,FINISHED,منجز,100,20/09/2016,,"المشروع يقع في منطقة دبي لاند مكون من 163 فيلا من طابقين  أرضي + أول . التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية .,",Project consists of 163 freehold G+1 villas located in Dubailand. The villas are designed to have a concrete structure and block with internal and external finishes.,1100164496,523,الحبية الثالثة,Al Hebiah Third
12087329,1497,شمال تراس 3,37,37,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),15/01/2014,29/06/2016,1,عادي,3,مجمع فلل,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,30/11/2015,,"مشروع سكني للتملك الحر يقع في منطقة البرشاء جنوب الرابعة ,وهو عبارة عن 10 فيلا (طابق ارضي + طابقين ),وهي تتكون من هيكل خرساني وطابوق مع التشطيبات الداخلية والخارجية",Project consist of freehold G+2 total of 10 villas located in Al Barsha South Fourth. The villas are designed to have a concrete structure and block with internal and external finishes.,1100115755,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
13583892,1545,SAFEER TOWER 2,12940965,1014,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),01/03/2014,29/08/2017,1,عادي,1,مباني,21,نور بنك (مساهمة عامة),FINISHED,منجز,100,29/08/2017,,"مبنى سكني مكون من 2 سرداب  + ارضي + بوديوم + 15 طابق, في منطقة الخليج التجارى و المشروع مصمم بهيكل خرساني مع الانهاءات الداخلية والخارجية . ","Residential building consists of 2B + G + P + 15, located in BUSINESS BAY region. The project is designed as a concrete structure with internal & external finishes.",1100205345,526,الخليج التجارى,Business Bay
27189405,1705,كيولاين (كيوبوينت فيز 2)3C-LW-R-064,904,904,ليوان(ش.ذ.م.م.),27962557,1121,ليوان(ش.ذ.م.م.),01/06/2015,01/11/2016,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,,,"يقع المشروع في وادي الصفا 2 , دبي . يتكون المشروع من, G +11+R من هيكل خرساني مع التشطيبات الخارجيه والداخلية.,","Project located in Wadi al Safa 2, Dubai area, project proposed to be residential building:G+11+1R made of concrete structure with internal and external finishes.",1100172799,464,وادي الصفا 2,Wadi Al Safa 2
35468349,1812,بارك بوينت,11259953,984,دبي هيلز استيت ش.ذ.م.م,11259953,984,دبي هيلز استيت ش.ذ.م.م,01/11/2016,30/04/2020,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),ACTIVE,فعال,98.8,,,".(G+P+9+R)X 4 المشروع يتكون من شقق سكنية في منطقة حدائق شيخ محمد بن راشد    ,التصميم مكون من خرسانة مسلحة و فواصل من الطابوق مع التشطيبات الداخليةوالخارجية ,",PROJECT CONSISTS OF (G+P+9+R) X 4 RESIDENTIAL BUILDING LOCATED IN HADAEQ SHEIKH MOHAMMED BIN RASHID. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,1100192574,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid
44554710,1841,سدره 2,11259953,984,دبي هيلز استيت ش.ذ.م.م,11259953,984,دبي هيلز استيت ش.ذ.م.م,05/05/2017,30/06/2019,1,عادي,2,فلل,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,30/06/2019,,"المرحلة الأولى عبارة عن 422 فيلا منفصلة تتكون من أرضي+ أول في منطقة حدائق محمد بن راشد ., التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجي,",Project consists of 422 nos. G+1 residential villas. Project is located in Hadaeq Sheikh Mohammed Bin Rashid. The villas are designed to have a concrete structure and block with internal and external finishes.,1100206959,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid
4662436,1321,LIVING LEGENDS PHASE 2,905,905,دبي لاند (ش.ذ.م.م),854,854,دبي لاند (ش.ذ.م.م),01/08/2011,31/10/2016,1,عادي,1,مباني,4,مصرف ابوظبى الاسلامى,FINISHED,منجز,100,18/04/2015,,مشروع فلل سكنية للتملك الحر يقع في منطقة ند الشبا/دبي لاند. يتالف المشروع من 150 فيلا، مصممة من هيكل خرساني وكتل طابوقية (بلوك) مع انهاءاته الخارجية. يمثل هذا المشروع المرحلة الثانيه من مشروع لفنك ليجندز,Freehold residential villa development located in Nad Al Shiba/Dubai land. Designed as 150 villa to be built as a concrete skeleton and block works with external and internal finishing. This represents phase 2 of the Living Legends Project,1100198869,465,وادي الصفا 3,Wadi Al Safa 3
15208386,1612,THE FIELDS AT D11 - MBRMC,7396823,946,مؤسسة مدينة ميدان,80,80,مؤسسة مدينة ميدان,01/12/2014,31/01/2021,1,عادي,3,مجمع فلل,27,بنك الشارقه,ACTIVE,فعال,50.04,01/05/2018,,"يتكون المشروع من 1028 فيلا (أرضي + أول) تقع في منطقة وادي الصفا3 , دبي - الامارات العربية المتحدة,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجي,","The Project consists of 1028 nos. G+1 Villas located in Wadi Al Safa 3, Dubai UAE.,The villas are designed to have a concrete structure and block with internal and external finishes.,",1100178494,465,وادي الصفا 3,Wadi Al Safa 3
10158115,1377,ARABIAN RANCHES - PALMA COMMUNITY,555,555,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),02/02/2014,10/02/2016,1,عادي,2,فلل,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,31/03/2016,,يتكون المشروع من أرضي + أول لعدد 121 فيلا سكنية في منطقة وادي الصفا 7 على قطعة أرض رقم 8884419 دبي - الإمارات العربية المتحدة,Arabian Ranches - Palma Community consists of 121 freehold individual villas located in Wadi Al Safa 7,1100166411,463,وادي الصفا 7,Wadi Al Safa 7
51159261,1866,أفينسيا-2 @ اكويا اكسيجين,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,21/05/2017,30/04/2022,1,عادي,2,فلل,7,بنك الإمارات دبي الوطني (ش.م.ع),ACTIVE,فعال,73.55,,,"المشروع يتكون من مجمع فلل عدد 432ارضي+1  فيلا نظام التملك الحر يقع في منطقة اليفرة 2,. الفلل مصممة بهيكل اسمنتي وطابوق مع تشطيبات داخلية وخارجية,",Project consists of a cluster of 432freehold G+1   Villas located in Yufrah 2 Area. The Villas are designed to have a concrete structure and block with internal and external finishes.,1100209823,449,اليفره 2,Al Yufrah 2
83055243,1897,عزيزي أورا ريزيدنزس,12595870,1002,شركة ليمتلس ش .ذ.م.م,181,181,شركة ليمتلس ش .ذ.م.م,01/05/2017,31/05/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,31/05/2020,,"المشروع عبارة عن B+G+2P+17+R,بناية سكنية مع محلات تجارية في الطابق الأرضي,يقع في منطقة جبل علي الصناعية الثانية,المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية,","PROJECT CONSISTS OF B+G+2P+17+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN JABAL ALI INDUSTRIAL SECOND. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,,,",1100169896,478,جبل علي الصناعية الثانية,Jabal Ali Industrial Second
83184750,1898,فيدا دبي مول ,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),18/10/2017,31/10/2021,1,عادي,1,مباني,19,بنك أبوظبي الأول ش.م.ع,ACTIVE,فعال,33.56,,,"المشروع يتكون من برجين ,(B+G+M+7P+46+3 MECH+R) البرج 1 ,فندق وشقق فندقية,(B+G+M+7P+30+3 MECH+R)البرج 2,شقق سكنية,في منطقة برج خليفة,التصميم عبارة عن هيكل خرساني وقواطع طوب مع التشطيبات الداخلية والخارجية,","PROJECT CONSISTS OF TWO TOWER, TOWER 1 : (B+G+M+7P+46+3 MECH+R) HOTEL AND SERVICED APARTMENTS & TOWER 2 : (B+G+M+7P+30+3 MECH+R) RESIDENTIAL APARTMENTS LOCATED IN BURJ KHALIFA.,THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,,,,",1100100576,390,برج خليفة,Burj Khalifa
14211987,1570,RUKAN,8548629,958,دبي لاند (ش.ذ.م.م),854,854,دبي لاند (ش.ذ.م.م),31/12/2014,30/01/2021,1,عادي,3,مجمع فلل,14486243,البنك العربي الافريقي الدولي,CONDITIONAL_ACTIVATING,تفعيل مشروط,16.01,31/03/2016,,".(B+G+8+R) المشروع يتكون من شقق سكنية في منطقة وادي الصفا 7,    ,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخليةوخارجية  ,","PROJECT CONSISTS OF B+G+8+R RESIDENTIAL BUILDING LOCATED IN WADI AL SAFA 7. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,,,,,",1100178444,463,وادي الصفا 7,Wadi Al Safa 7
26846510,1695,THE ADDRESS DUBAI OPERA,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),02/04/2017,20/06/2021,1,عادي,1,مباني,19,بنك أبوظبي الأول ش.م.ع,ACTIVE,فعال,68.35,,,مشروع شقق فندقية مكون من 6 سرداب + ارضي + 2 بوديوم + برجين بارتفاع 63 طابق و55 طابق فوق طوابق البوديوم,مشروع شقق فندقية مكون من 6 سرداب + ارضي + 2 بوديوم + برجين بارتفاع 63 طابق و55 طابق فوق طوابق البوديوم,1100102170,390,برج خليفة,Burj Khalifa
10728287,1392,المرابع العربية - روزا,555,555,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),01/12/2014,15/10/2016,1,عادي,2,فلل,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,15/10/2016,,"يتكون المشروع من 144 فيلا (أرضي + أول) تقع في منطقة وادي الصفا7 , دبي - الامارات العربية المتحدة,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجي,","The Project consists of 144 nos. G+1 Villas located in Wadi Al Safa 7, Dubai UAE.,The villas are designed to have a concrete structure and block with internal and external finishes.,",1100168557,463,وادي الصفا 7,Wadi Al Safa 7
14223314,1575,وسترن ريزيدنس - نورث - 25 فيلا,7,7,دبي لاند (ش.ذ.م.م),854,854,دبي لاند (ش.ذ.م.م),01/08/2015,06/08/2017,1,عادي,2,فلل,2,مصرف الامارات الاسلامى,FINISHED,منجز,100,30/12/2015,," المشروع يقع في منطقة وادي الصفا 2( فالكون ستي)  ويتكون من 25 فيلا سكنية ,G+1 ,والتصميم مكون من هيكل خرساني  ,,مع التشطيبات الداخلية والخارجية والبنية التحتية","Project located in Wadi Alsafa 2 (Falcon City Of Wonders) and consist of 25 residential villas (G+1),design of concrete structure  with external and internal finishes and the infrastructure.",1100171332,464,وادي الصفا 2,Wadi Al Safa 2
90243683,1901,دوست برنسس رجاز,27115322,1115,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),01/04/2017,31/12/2022,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,CONDITIONAL_ACTIVATING,تفعيل مشروط,0,,,Hotel Apartment (B+G+4p+16+Roof),Hotel Apartment (B+G+4p+16+Roof),1100198146,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
6259913,1332,JUMEIRAH PARK - PACKAGE 5A,880,880,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),01/02/2013,01/02/2015,1,عادي,2,فلل,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,17/06/2015,,مشروع سكني للتملك الحر يقع بمنطقة الثنية الخامسة  ويتألف من (134)  فيلا ارضي +اول مصممة من هيكل خرساني مع الانهاءات  الداخلية والخارجية. ,Freehold residential villa development located in Al Thaniyah Fifth /Dubai . Designed as 134  villa to be built as a concrete skeleton and block works with external and internal finishing. ,1100098289,350,الثنيه الخامسة,Al Thanyah Fifth
24754715,1673,MAG 5 BOULEVARD,22079740,1079,شركة مركز دبي التجاري العالمي لمالكها سلطه مركز دبي التجاري العالمي شركه الشخص الواحد ش.ذ.م.م,834,834,شركة مركز دبي التجاري العالمي لمالكها سلطه مركز دبي التجاري العالمي شركه الشخص الواحد ش.ذ.م.م,01/11/2015,06/02/2020,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,06/02/2020,," المشروع عبارة عن 13 مبنى سكني (أرضي+6)في منطقة مدينة المطار,, ,التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية,","PROJECT CONSISTS OF 13 NOS. OF G+6 RESIDENTIAL BUILDINGS  LOCATED IN MADINAT AL MATAAR. THE BUILDINGS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,",1100192216,462,مدينة المطار,Madinat Al Mataar
12331295,1501,شمال ريزيدنسز 2,37,37,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),15/04/2014,29/06/2016,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,14/05/2016,,"المبنى يتكون من ,سرداب+ارضي+3 طوابق متكرره+طابق دوبلكس+سطح,مع التشطيبات الخارجية والداخلية.",The building consist of B+G+3 typical floors+ 1 Duplex floor+ R with internal and external finishes. ,1100115754,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
12596518,1509,AZIZI. FEIROUZ,12595870,1002,الفرجان ( ش.ذ.م.م ),121,121,الفرجان ( ش.ذ.م.م ),02/06/2014,04/09/2016,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,04/09/2016,,مبنى سكني مكون من طابق ارضي + بوديوم + 10 طابق,Residential Building consist of (G+P+10),1100161397,445,جبل علي الأولى,Jabal Ali First
