"participant_id","real_estate_id","real_estate_number","license_source_id","license_source_ar","license_source_en","license_number","license_issue_date","license_expiry_date","is_branch","main_office_id","webpage","phone","fax","activity_type_id","ded_activity_code","activity_type_ar","activity_type_en"
"428212","761","1101","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","232673","28-11-1993","27-11-2021","0",null,"","971-4-3477488","971-4-3477070","12","701014","خدمات تاجير وادارة العقارات الخاصة ","Self - owned property leasing and Management Services"
"428212","761","1101","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","232673","28-11-1993","27-11-2021","0",null,"","971-4-3477488","971-4-3477070","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"9896427","776","1134","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","525066","20-03-2001","19-03-2021","0",null,"Riadh Ahmed Mohammed Abbas","971-4-3312777","971-4-3311998","12","701014","خدمات تاجير وادارة العقارات الخاصة ","Self - owned property leasing and Management Services"
"9896427","776","1134","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","525066","20-03-2001","19-03-2021","0",null,"Riadh Ahmed Mohammed Abbas","971-4-3312777","971-4-3311998","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"9896427","776","1134","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","525066","20-03-2001","19-03-2021","0",null,"Riadh Ahmed Mohammed Abbas","971-4-3312777","971-4-3311998","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"9896427","776","1134","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","525066","20-03-2001","19-03-2021","0",null,"Riadh Ahmed Mohammed Abbas","971-4-3312777","971-4-3311998","1","701001","شراء الأراضي و العقارات و بيعها","Buying and selling of real estate"
"8956564","8956568","12334","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","692809","25-07-2013","23-07-2021","0",null,"h.barzahre@gmail.com","971-4-3544189","971-4-3544182","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"8956564","8956568","12334","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","692809","25-07-2013","23-07-2021","0",null,"h.barzahre@gmail.com","971-4-3544189","971-4-3544182","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8925651","8925717","12329","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","692643","23-07-2013","22-07-2021","0",null,"http://www.tamleekpt.ae/","+97144256666","971-4-4276666","19","749957","أمين تسجيل عقاري","Real Estate Registration Trustee"
"8241016","8241024","12253","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","689651","30-05-2013","29-05-2021","0",null,"","971-4-3296040","971-4-3296300","9","659908","التطوير العقاري","Real Estate Development"
"7162245","7162243","12022","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","607488","10-03-2013","27-02-2018",null,null,"","971-4-2625000","971-4-2666104","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12173995","12174001","12890","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","706088","19-03-2014","18-03-2021","0",null,"","971-4-2598112","971-4-2598288","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12173995","12174001","12890","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","706088","19-03-2014","18-03-2021","0",null,"","971-4-2598112","971-4-2598288","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12159619","12159623","12883","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","706751","31-03-2014","29-03-2021","0",null,"","971-4-4296096","971-4-4296096","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8040636","8040640","12209","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","686013","28-03-2013","27-03-2020","0",null,"","971-4-5114500","971-4-5114991",null,null,"",""
"7433496","7451059","12081","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685461","21-03-2013","20-03-2020","0",null,"www.trimetarealestate.com","971-4-4548814","971-4-4548814","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7433496","7451059","12081","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685461","21-03-2013","20-03-2020","0",null,"www.trimetarealestate.com","971-4-4548814","971-4-4548814","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"6886237","6886236","11979","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","575642","10-12-2005","09-12-2021","0",null,"","971-4-3951144","971-4-3951488","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"6886237","6886236","11979","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","575642","10-12-2005","09-12-2021","0",null,"","971-4-3951144","971-4-3951488","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"6886237","6886236","11979","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","575642","10-12-2005","09-12-2021","0",null,"","971-4-3951144","971-4-3951488","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12516553","12516557","13217","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","709159","01-05-2014","30-04-2020","0",null,"","","971-4-3664684","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12516553","12516557","13217","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","709159","01-05-2014","30-04-2020","0",null,"","","971-4-3664684","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"11391887","11391991","12681","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","701671","13-01-2014","12-01-2022","0",null,"","971-26592300","971-24919913","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11391887","11391991","12681","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","701671","13-01-2014","12-01-2022","0",null,"","971-26592300","971-24919913","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7212804","7212803","12027","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","574491","23-10-2005","22-10-2021","0",null,"www.goldcoastuae.com","+97143994944","+9714399494","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7212804","7212803","12027","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","574491","23-10-2005","22-10-2021","0",null,"www.goldcoastuae.com","+97143994944","+9714399494","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8870392","8870396","12317","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690663","18-07-2013","17-06-2014","0",null,"","043234000 / ","043234111","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8870392","8870396","12317","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690663","18-07-2013","17-06-2014","0",null,"","043234000 / ","043234111","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7830134","7830132","12181","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","606241","04-02-2008","03-02-2020",null,null,"","971-4-2394645","971-4-2394644","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7410831","7410830","12065","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","684748","06-03-2013","05-03-2021",null,null,"www.mcconeproperties.com","971-4-3806683","971-4-3806629","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7410831","7410830","12065","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","684748","06-03-2013","05-03-2021",null,null,"www.mcconeproperties.com","971-4-3806683","971-4-3806629","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7106367","7106366","11999","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","16/01/2014","04-03-2013","16-01-2014",null,null,"","043256767 / ","043256767","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7106367","7106366","11999","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","16/01/2014","04-03-2013","16-01-2014",null,null,"","043256767 / ","043256767","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12913253","12913411","15315","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711765","15-06-2014","09-06-2015","0",null,""," / ","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12901100","12901366","15305","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711858","12-06-2014","10-06-2015","0",null,""," / ","","9","659908","التطوير العقاري","Real Estate Development"
"12835799","12835797","15281","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685152","13-03-2013","12-03-2020",null,null,"","","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12835799","12835797","15281","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685152","13-03-2013","12-03-2020",null,null,"","","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12835670","12835674","15280","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711422","08-06-2014","03-06-2015","0",null,""," / ","","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"12835670","12835674","15280","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711422","08-06-2014","03-06-2015","0",null,""," / ","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12835670","12835674","15280","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711422","08-06-2014","03-06-2015","0",null,""," / ","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12828453","12828457","15275","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711431","05-06-2014","03-06-2015","0",null,"","971-4-2540890","971-4-2540890","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12828285","12828449","15274","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711474","05-06-2014","04-06-2015","0",null,"","043918802","043918824","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12828285","12828449","15274","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","711474","05-06-2014","04-06-2015","0",null,"","043918802","043918824","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8917029","8917515","12328","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","691988","11-07-2013","10-07-2021","0",null,"","971-4-2406211","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8917029","8917515","12328","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","691988","11-07-2013","10-07-2021","0",null,"","971-4-2406211","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8518862","8518860","12283","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690774","19-06-2013","18-06-2021",null,null,"www.armsmcgregor.com","971-4-4533317","971-4-4435917","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"8518862","8518860","12283","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690774","19-06-2013","18-06-2021",null,null,"www.armsmcgregor.com","971-4-4533317","971-4-4435917","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8518862","8518860","12283","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690774","19-06-2013","18-06-2021",null,null,"www.armsmcgregor.com","971-4-4533317","971-4-4435917","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8222652","8222658","12250","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","688587","05-06-2013","12-05-2015","0",null,"tnnari2000@gmail.com","971-4-3868800","971-4-3868800","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8222652","8222658","12250","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","688587","05-06-2013","12-05-2015","0",null,"tnnari2000@gmail.com","971-4-3868800","971-4-3868800","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7450643","7450661","12079","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","677461","11-10-2012","10-10-2019","0",null,"","971-4-3473700","971-4-3473232",null,null,"",""
"11791395","11791393","12799","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702423","24-02-2014","22-01-2017",null,null,"","044340462 / ","044340464","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11750673","11750679","12792","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","704138","18-02-2014","17-02-2021","0",null,"","971-4-2501010","971-4-2501050","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"11750673","11750679","12792","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","704138","18-02-2014","17-02-2021","0",null,"","971-4-2501010","971-4-2501050","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11750673","11750679","12792","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","704138","18-02-2014","17-02-2021","0",null,"","971-4-2501010","971-4-2501050","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","12","701014","خدمات تاجير وادارة العقارات الخاصة ","Self - owned property leasing and Management Services"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","9","659908","التطوير العقاري","Real Estate Development"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"11612102","11612108","12760","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703167","04-02-2014","03-02-2022","0",null,"","971-04-3622000","971-04-3622091","1","701001","شراء الأراضي و العقارات و بيعها","Buying and selling of real estate"
"10743254","10743252","12512","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","694903","11-09-2013","10-09-2021","0",null,"www.theblueground.com/UAE","971-4-4537375","971-4-5595459","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"10743254","10743252","12512","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","694903","11-09-2013","10-09-2021","0",null,"www.theblueground.com/UAE","971-4-4537375","971-4-5595459","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"10067875","10067873","12450","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","597733","19-09-2013","04-07-2016",null,null,"","043213377","043433002","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7264937","8040762","12217","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","683590","13-02-2013","12-02-2022","0",null,"www.emaar.ae","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"5980505","5980504","11898","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","679137","19-11-2012","18-11-2021",null,null,"http://www.tlre.ae/","971-4-4540992","971-4-4540990","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"5980505","5980504","11898","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","679137","19-11-2012","18-11-2021",null,null,"http://www.tlre.ae/","971-4-4540992","971-4-4540990","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"5980505","5980504","11898","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","679137","19-11-2012","18-11-2021",null,null,"http://www.tlre.ae/","971-4-4540992","971-4-4540990","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12685745","12685749","13272","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","710475","20-05-2014","19-05-2021","0",null,"","971-4-4533687","971-4-2291074","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11654068","11654234","12770","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703420","06-02-2014","04-02-2021","0",null,"","042075571","042954111","26","702005","خدمات تثمين العقارات","Real Estate Valuation  Services"
"11654068","11654234","12770","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703420","06-02-2014","04-02-2021","0",null,"","042075571","042954111","11","701003","خدمات تاجير وادارة العقارات للغير ","Leasing and Management of Other People's Property"
"11654068","11654234","12770","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703420","06-02-2014","04-02-2021","0",null,"","042075571","042954111","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11654068","11654234","12770","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703420","06-02-2014","04-02-2021","0",null,"","042075571","042954111","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"11654068","11654234","12770","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","703420","06-02-2014","04-02-2021","0",null,"","042075571","042954111","1","701001","شراء الأراضي و العقارات و بيعها","Buying and selling of real estate"
"11574895","11574989","12743","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702413","23-01-2014","22-01-2021","0",null,"","971-4-2599020","971-4-2599040","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11574895","11574989","12743","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702413","23-01-2014","22-01-2021","0",null,"","971-4-2599020","971-4-2599040","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"11471378","11471392","12709","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702259","21-01-2014","20-01-2020","0",null,"","971-4-2346333","971-4-2346313","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8412923","8412935","12273","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690713","19-06-2013","18-06-2016","0",null,"","971-4-3996336","971-4-3996209","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"8412923","8412935","12273","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690713","19-06-2013","18-06-2016","0",null,"","971-4-3996336","971-4-3996209","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8412906","8412919","12272","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690708","19-06-2013","18-06-2021","0",null,"","'971-4-3251251'","'971-4-3251251'","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"8412906","8412919","12272","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","690708","19-06-2013","18-06-2021","0",null,"","'971-4-3251251'","'971-4-3251251'","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7801591","7801597","12173","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","687984","01-05-2013","30-04-2021","0",null,"","971-4-5114500","971-4-5114991","9","659908","التطوير العقاري","Real Estate Development"
"7760006","7760010","12159","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","686400","01-05-2013","06-04-2015","0",null,"","971-4-3927147","971-4-3927174","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7567705","7567703","12119","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","681390","03-01-2013","02-01-2022",null,null,"","971-4-3355940","971-4-3355739","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"5744728","5744727","11879","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","669879","02-05-2012","01-05-2021",null,null,"www.blessingsuae.com","971-4-4432448","971-4-4432448","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"5744728","5744727","11879","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","669879","02-05-2012","01-05-2021",null,null,"www.blessingsuae.com","971-4-4432448","971-4-4432448","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12141706","12141710","12879","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","706758","30-03-2014","29-03-2017","0",null,"","971-4-3806776","971-4-3806733","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11499367","11499365","12718","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702163","21-01-2014","20-01-2021",null,null,"www.keymaxproperties.com","971-4-3330833","","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11499367","11499365","12718","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","702163","21-01-2014","20-01-2021",null,null,"www.keymaxproperties.com","971-4-3330833","","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"10262451","10262449","12464","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","689106","21-05-2013","18-05-2021",null,null,"","971-4-3498188","971-4-3498688","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"10262451","10262449","12464","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","689106","21-05-2013","18-05-2021",null,null,"","971-4-3498188","971-4-3498688","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"10262451","10262449","12464","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","689106","21-05-2013","18-05-2021",null,null,"","971-4-3498188","971-4-3498688","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7759476","7759480","12148","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","687716","25-04-2013","24-04-2021","0",null,"","971-4-3266106","971-4-3860064","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7759476","7759480","12148","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","687716","25-04-2013","24-04-2021","0",null,"","971-4-3266106","971-4-3860064","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7463223","7463237","12093","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685097","13-03-2013","12-03-2016","0",null,"","971-4-3885855","971-4-3707818","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"7463223","7463237","12093","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","685097","13-03-2013","12-03-2016","0",null,"","971-4-3885855","971-4-3707818","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"7433362","7433372","12072","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","676806","26-09-2012","25-09-2020","0",null,"","971|044549700","044542310","9","659908","التطوير العقاري","Real Estate Development"
"5946967","5946966","11892","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","676278","16-09-2012","15-09-2021",null,null,"","971-4-5197666","971-4-4323515","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"5946967","5946966","11892","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","676278","16-09-2012","15-09-2021",null,null,"","971-4-5197666","971-4-4323515","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"12411791","12411797","13058","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","708534","23-04-2014","22-04-2021","0",null,"www.xanadu.ae","971-04-4211249","971-04-4211916","9","659908","التطوير العقاري","Real Estate Development"
"12411737","12411785","13057","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","708389","21-04-2014","20-04-2021","0",null,"","","","9","659908","التطوير العقاري","Real Estate Development"
"12411666","12411670","13056","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","708512","23-04-2014","21-04-2016","0",null,"","04","04","13","702006","خدمات الإشراف الإداري للعقارات ","Real estate management supervision services "
"12411666","12411670","13056","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","708512","23-04-2014","21-04-2016","0",null,"","04","04","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
"12411666","12411670","13056","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","708512","23-04-2014","21-04-2016","0",null,"","04","04","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11704197","11704195","12784","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","549644","07-10-2003","06-10-2021",null,null,"","971-4-3604745","971-4-3604731","2","702001","الوساطه في  بيع العقارات و شرائها","Real Estate buying & selling Brokerage"
"11704197","11704195","12784","-10","دائرة التنمية الاقتصادية","DUBAI ECONOMIC DEPARTMENT","549644","07-10-2003","06-10-2021",null,null,"","971-4-3604745","971-4-3604731","5","702003","الوساطة في تأجير العقارات","Leasing Property Brokerage Agents"
